issue_id	source_packet	assistant_label	first_pass_label	first_pass_confidence	first_pass_evidence_span	first_pass_notes	selection_score	selection_reason	audit_bucket	audit_score	priority_score	original_assistant_label	suggested_label	silver_label	heuristic_label	tfidf_label	modernbert_label	mpnet_label	issue_ledger_label	structured_label	assistant_evidence_span	assistant_notes
ywAjQw-spmY__r03	ICLR 2023 random80 v1	partially_fixed	partially_fixed	3	We genuinely thank the reviewers for taking the time to review our submission and for their valuable suggestions on improving the paper's presentation. There are a few points, however, where we disagree with the assessment of our submission: 1) The datasets are unrepresentative of natural language: The datasets for regex and FOL are based on natural language snippets and standard datasets. Considering the...	User-confirmed single-pass standard validation; User confirmed ICLR 2023 random80 resolved candidate labels in Codex chat on 2026-04-29. source=resolved-label candidate reviewed by user; not an independent two-annotator IAA pass. Resolution action: keep. Resolution reason: Draft label has sufficient support for review-stage use.	301.100	label=partially_fixed; bucket=label_stratum; disagreement=0; audit_score=100.700	label_stratum	100.700	997.000	partially_fixed	partially_fixed			partially_fixed			partially_fixed			"{""sampling"": ""random_stratified"", ""disagreement_models"": [], ""source"": ""iclr2023_limit80_complete_subpool""}"
-UsbRlXzMG__r02	ICLR 2023 random80 v1	partially_fixed	partially_fixed	3	Thank you for your comments. > I think the paper would be much stronger if the metrics were validated using some human analysis. For example, can you select some groups and show that humans find the representation score appropriate? Moreover, can you select 10-100 samples that are both analyzed by humans and the automated scores and show that the scores match the human evaluation? We designed our scores in such a...	User-confirmed single-pass standard validation; User confirmed ICLR 2023 random80 resolved candidate labels in Codex chat on 2026-04-29. source=resolved-label candidate reviewed by user; not an independent two-annotator IAA pass. Resolution action: keep. Resolution reason: Draft label has sufficient support for review-stage use.	300.500	label=partially_fixed; bucket=label_stratum; disagreement=0; audit_score=100.500	label_stratum	100.500	995.000	partially_fixed	partially_fixed			partially_fixed			partially_fixed			"{""sampling"": ""random_stratified"", ""disagreement_models"": [], ""source"": ""iclr2023_limit80_complete_subpool""}"
ejR4E1jaH9k__r02	ICLR 2023 random80 v1	unresolved	unresolved	3	We thank the reviewer for a very thorough and positive review. We address all comments below. Main concerns: - **Contribution is important even in the monotone case** We thank the reviewer for bringing this to our attention. We have added more accurate context under related work (Section 2) and clarified this additional contribution in the introduction. - **Motivation for metric in constrained case** In the...	User-confirmed single-pass standard validation; User confirmed ICLR 2023 random80 resolved candidate labels in Codex chat on 2026-04-29. source=resolved-label candidate reviewed by user; not an independent two-annotator IAA pass. Resolution action: keep_weak_unresolved. Resolution reason: Weak unresolved draft has insufficient concrete fix evidence for promotion.	300.400	label=unresolved; bucket=minority_unresolved; disagreement=1; audit_score=101.800	minority_unresolved	101.800	948.000	unresolved	unresolved			partially_fixed			unresolved			"{""sampling"": ""random_stratified"", ""disagreement_models"": [""tfidf""], ""source"": ""iclr2023_limit80_complete_subpool""}"
gNI4_85Cyve__r03	ICLR 2023 random80 v1	partially_fixed	partially_fixed	3	Thank you very much for your helpful review. We are glad you find our paper to be interesting, well-written, and easy to follow, and recognize our innovation in adopting question-answering for the challenging ID classification task together with our use of Intent names for extra supervision signals. We are happy you think that our experiments are detailed, interesting, and insightful, especially the result that...	User-confirmed single-pass standard validation; User confirmed ICLR 2023 random80 resolved candidate labels in Codex chat on 2026-04-29. source=resolved-label candidate reviewed by user; not an independent two-annotator IAA pass. Resolution action: keep. Resolution reason: Draft label has sufficient support for review-stage use.	300.200	label=partially_fixed; bucket=label_stratum; disagreement=0; audit_score=100.400	label_stratum	100.400	994.000	partially_fixed	partially_fixed			partially_fixed			partially_fixed			"{""sampling"": ""random_stratified"", ""disagreement_models"": [], ""source"": ""iclr2023_limit80_complete_subpool""}"
oJpVVGXu9i__r04	ICLR 2023 random80 v1	partially_fixed	partially_fixed	3	> Corollary 5.1 is not solid. It claims a lower bound but we only have an upper bound for the utility in Theorem 5.1. This can be revised and needs to be corrected. We apologize for the confusion caused by Corollary 5.1. We are **not** establishing a lower bound on the DP budget $\epsilon_{dp}$. Instead, Corollary 5.1 states that CENTUAR outputs a solution that **provably** achieves an $\epsilon_a$ utility within an...	User-confirmed single-pass standard validation; User confirmed ICLR 2023 random80 resolved candidate labels in Codex chat on 2026-04-29. source=resolved-label candidate reviewed by user; not an independent two-annotator IAA pass. Resolution action: keep. Resolution reason: Draft label has sufficient support for review-stage use.	299.900	label=partially_fixed; bucket=label_stratum; disagreement=0; audit_score=100.300	label_stratum	100.300	993.000	partially_fixed	partially_fixed			partially_fixed			partially_fixed			"{""sampling"": ""random_stratified"", ""disagreement_models"": [], ""source"": ""iclr2023_limit80_complete_subpool""}"
x-mXzBgCX3a__r03	ICLR 2023 random80 v1	partially_fixed	partially_fixed	3	We thank the reviewers for taking the time to review our work and for the thoughtful constructive feedback that helped us to revise our paper according to recommendations and criticisms. We are very glad that all reviewers found our paper well written and well motivated. Additionally, reviewers pointed out the strong formalization of our proposed framework (Reviewer MVBV) or the soundness of our solution (Reviewer...	User-confirmed single-pass standard validation; User confirmed ICLR 2023 random80 resolved candidate labels in Codex chat on 2026-04-29. source=resolved-label candidate reviewed by user; not an independent two-annotator IAA pass. Resolution action: keep. Resolution reason: Draft label has sufficient support for review-stage use.	299.300	label=partially_fixed; bucket=label_stratum; disagreement=0; audit_score=100.100	label_stratum	100.100	991.000	partially_fixed	partially_fixed			partially_fixed			partially_fixed			"{""sampling"": ""random_stratified"", ""disagreement_models"": [], ""source"": ""iclr2023_limit80_complete_subpool""}"
17RDXeF-skZ__r02	ICLR 2023 random80 v1	unresolved	unresolved	3	First of all, we would like to thank you for your kind words about the quality and presentation of our paper. We have taken care and effort to ensure that our method and experimental results are technically sound and clearly presented, as you noted in your review. We would like to address each of the points or questions that you raised below. **We have added new experimental results where relevant to back up our...	User-confirmed single-pass standard validation; User confirmed ICLR 2023 random80 resolved candidate labels in Codex chat on 2026-04-29. source=resolved-label candidate reviewed by user; not an independent two-annotator IAA pass. Resolution action: keep_weak_unresolved. Resolution reason: Weak unresolved draft has insufficient concrete fix evidence for promotion.	298.900	label=unresolved; bucket=minority_unresolved; disagreement=1; audit_score=101.300	minority_unresolved	101.300	943.000	unresolved	unresolved			partially_fixed			unresolved			"{""sampling"": ""random_stratified"", ""disagreement_models"": [""tfidf""], ""source"": ""iclr2023_limit80_complete_subpool""}"
x-mXzBgCX3a__r02	ICLR 2023 random80 v1	partially_fixed	partially_fixed	3	We thank the reviewers for taking the time to review our work and for the thoughtful constructive feedback that helped us to revise our paper according to recommendations and criticisms. We are very glad that all reviewers found our paper well written and well motivated. Additionally, reviewers pointed out the strong formalization of our proposed framework (Reviewer MVBV) or the soundness of our solution (Reviewer...	User-confirmed single-pass standard validation; User confirmed ICLR 2023 random80 resolved candidate labels in Codex chat on 2026-04-29. source=resolved-label candidate reviewed by user; not an independent two-annotator IAA pass. Resolution action: keep. Resolution reason: Draft label has sufficient support for review-stage use.	298.400	label=partially_fixed; bucket=label_stratum; disagreement=0; audit_score=99.800	label_stratum	99.800	988.000	partially_fixed	partially_fixed			partially_fixed			partially_fixed			"{""sampling"": ""random_stratified"", ""disagreement_models"": [], ""source"": ""iclr2023_limit80_complete_subpool""}"
BO5_Lm7iD___r03	ICLR 2023 random80 v1	unresolved	unresolved	3	We agree with the reviewer that, when employing computational models to reproduce human behaviors, one needs to emphasize how artificial and human agents differ in the ways they learn and communicate. We would like to note however that, compared to previous computational studies where an agent maintained a belief (a value between 0 and 1) and adopted the belief of the majority in its neighborhood, our computational...	User-confirmed single-pass standard validation; User confirmed ICLR 2023 random80 resolved candidate labels in Codex chat on 2026-04-29. source=resolved-label candidate reviewed by user; not an independent two-annotator IAA pass. Resolution action: keep_weak_unresolved. Resolution reason: Weak unresolved draft has insufficient concrete fix evidence for promotion.	298.300	label=unresolved; bucket=minority_unresolved; disagreement=1; audit_score=101.100	minority_unresolved	101.100	941.000	unresolved	unresolved			partially_fixed			unresolved			"{""sampling"": ""random_stratified"", ""disagreement_models"": [""tfidf""], ""source"": ""iclr2023_limit80_complete_subpool""}"
17RDXeF-skZ__r03	ICLR 2023 random80 v1	partially_fixed	partially_fixed	3	_**(4)** The model has a few possible variations: being sequential/joint, which is addressed by results in table 2. However, the two proposed loss components are not further studied beyond the hyperparameter comments on the appendices._ In light of your concern, we include additional experimental results below, where we ablate for the two terms in Equation (7) of our paper. | Acc. on ColoredMNIST | Training...	User-confirmed single-pass standard validation; User confirmed ICLR 2023 random80 resolved candidate labels in Codex chat on 2026-04-29. source=resolved-label candidate reviewed by user; not an independent two-annotator IAA pass. Resolution action: keep. Resolution reason: Draft label has sufficient support for review-stage use.	298.100	label=partially_fixed; bucket=label_stratum; disagreement=0; audit_score=99.700	label_stratum	99.700	987.000	partially_fixed	partially_fixed			partially_fixed			partially_fixed			"{""sampling"": ""random_stratified"", ""disagreement_models"": [], ""source"": ""iclr2023_limit80_complete_subpool""}"
tmIiMPl4IPa__r04	ICLR 2023 random80 v1	partially_fixed	partially_fixed	3	Thank you for the feedback on Figure A.3 in the Appendix. > A.3 is not self-contained The heatmaps in this figure represent the surface of a torus mapped onto a 2D grid. The color in the heat maps represents the vorticity (the spinning motion) of the fluid on the torus. We will add these details to the figure caption. > Why F-FNO 128X128 is correlated to DNS 2048X2048, not to DNS 128X128? DNS 2048x2048 is treated as...	User-confirmed single-pass standard validation; User confirmed ICLR 2023 random80 resolved candidate labels in Codex chat on 2026-04-29. source=resolved-label candidate reviewed by user; not an independent two-annotator IAA pass. Resolution action: keep. Resolution reason: Draft label has sufficient support for review-stage use.	297.800	label=partially_fixed; bucket=label_stratum; disagreement=0; audit_score=99.600	label_stratum	99.600	986.000	partially_fixed	partially_fixed			partially_fixed			partially_fixed			"{""sampling"": ""random_stratified"", ""disagreement_models"": [], ""source"": ""iclr2023_limit80_complete_subpool""}"
N3kGYG3ZcTi__r02	ICLR 2023 random80 v1	unresolved	unresolved	3	Thank you for your time and valuable comments. Idea comes shortly before the initial submission, and we try to present the preliminary results for other researchers. Our paper is about lateral inhibition inspired structure. We have obtained the code from authors of [1] (ICLR 2022), according to some reviewers' opinion, and outperform related methods by a large margin. - **The authors claim some gain in their...	User-confirmed single-pass standard validation; User confirmed ICLR 2023 random80 resolved candidate labels in Codex chat on 2026-04-29. source=resolved-label candidate reviewed by user; not an independent two-annotator IAA pass. Resolution action: keep_weak_unresolved. Resolution reason: Weak unresolved draft has insufficient concrete fix evidence for promotion.	297.700	label=unresolved; bucket=minority_unresolved; disagreement=1; audit_score=100.900	minority_unresolved	100.900	939.000	unresolved	unresolved			partially_fixed			unresolved			"{""sampling"": ""random_stratified"", ""disagreement_models"": [""tfidf""], ""source"": ""iclr2023_limit80_complete_subpool""}"
8Ygoj2IeXfW__r03	ICLR 2023 random80 v1	unresolved	unresolved	3	Dear reviewer 3y4o, Thank you sincerely for your time and efforts in reviewing our paper and comprehensive and valuable comments. Please kindly find our responses to your raised questions below. We hope our response can address your concerns. >### 1. Some of the design decisions are not very clearly motivated and not ablated, in particular the use of invDANN & Methodologically, it wasn't clear to me why we need to...	User-confirmed single-pass standard validation; User confirmed ICLR 2023 random80 resolved candidate labels in Codex chat on 2026-04-29. source=resolved-label candidate reviewed by user; not an independent two-annotator IAA pass. Resolution action: keep_weak_unresolved. Resolution reason: Weak unresolved draft has insufficient concrete fix evidence for promotion.	297.400	label=unresolved; bucket=minority_unresolved; disagreement=1; audit_score=100.800	minority_unresolved	100.800	938.000	unresolved	unresolved			partially_fixed			unresolved			"{""sampling"": ""random_stratified"", ""disagreement_models"": [""tfidf""], ""source"": ""iclr2023_limit80_complete_subpool""}"
tPKKXeW33YU__r03	ICLR 2023 random80 v1	unresolved	unresolved	3	We thank reviewer oi9G for providing a thorough review of our paper. Overall, we are glad that the reviewers generally find the problem/method novel (sfBb, oi9G, YoPQ, emnY), the paper clearly written (sfBb, oi9G, emnY), and accompanied with good evaluation results (sfBb, oi9G, emnY). We equally appreciate the concerns and suggestions raised by reviewers, which we try to address here and by revising the paper...	User-confirmed single-pass standard validation; User confirmed ICLR 2023 random80 resolved candidate labels in Codex chat on 2026-04-29. source=resolved-label candidate reviewed by user; not an independent two-annotator IAA pass. Resolution action: keep_weak_unresolved. Resolution reason: Weak unresolved draft has insufficient concrete fix evidence for promotion.	297.100	label=unresolved; bucket=minority_unresolved; disagreement=1; audit_score=100.700	minority_unresolved	100.700	937.000	unresolved	unresolved			partially_fixed			unresolved			"{""sampling"": ""random_stratified"", ""disagreement_models"": [""tfidf""], ""source"": ""iclr2023_limit80_complete_subpool""}"
